"1,5,6,4,1"
"1,5,6,4,5"
"1,5,6,5,4"
"1,5,6,5,1"
"1,5,6,5,6"
"1,5,6,1,5"
"1,5,6,1,4"
"1,5,4,1,5"
"1,5,4,1,4"
"1,5,4,5,1"
"1,5,4,5,6"
"1,5,4,5,4"
"1,5,4,6,1"
"1,5,4,6,5"
"1,5,1,5,1"
"1,5,1,5,4"
"1,5,1,5,6"
"1,5,1,4,1"
"1,5,1,4,5"
"1,5,2,4,1"
"1,5,2,4,6"
"1,5,2,4,5"
"1,5,2,6,1"
"1,5,2,6,4"
"1,5,2,6,5"
"1,5,2,1,5"
"1,5,2,1,6"
"1,5,2,1,2"
"1,5,2,1,4"
"1,4,1,4,1"
"1,4,1,4,5"
"1,4,1,4,6"
"1,4,1,5,1"
"1,4,1,5,4"
"1,4,1,5,6"
"1,4,1,6,1"
"1,4,1,6,5"
"1,4,1,6,4"
"1,4,5,1,4"
"1,4,5,1,5"
"1,4,5,1,6"
"1,4,5,6,1"
"1,4,5,6,5"
"1,4,5,6,4"
"1,4,5,6,3"
"1,4,5,4,1"
"1,4,5,4,5"
"1,4,6,5,1"
"1,4,6,5,4"
"1,4,6,5,6"
"1,4,6,1,4"
"1,4,6,4,1"
"1,4,6,4,5"
"1,4,6,4,6"
"1,6,4,5,1"
"1,6,4,5,6"
"1,6,4,1,6"
"1,6,4,1,5"
"1,6,4,1,2"
"1,6,5,4,1"
"1,6,5,4,5"
"1,6,5,1,6"
"1,6,5,1,4"
"1,6,5,1,5"
"1,6,5,1,464"
"1,6,5,1,2"
"1,6,5,2,1"
"1,6,5,2,6"
"1,6,5,2,4"
"1,6,5,2,5"
"1,6,5,6,5"
"1,6,5,6,3"
"1,6,5,6,1"
"1,6,5,6,5/5"
"1,6,5,6,4"
"1,6,1,6,1"
"1,6,1,6,4"
"1,6,1,6,5"
"1,6,1,6,2"
"1,6,1,4,1"
"1,6,1,4,5"
"1,6,1,4,16"
"1,6,1,4,6"
"1,6,1,5,1"
"1,6,1,5,2"
"1,6,1,5,4"
"1,6,1,5,6"
"1,6,1,3,4"
"1,6,1,3,5"
"1,6,1,3,67"
"1,6,1,3,6"
"1,6,2,5,1"
"1,6,2,5,6"
"1,6,2,4,1"
"1,6,2,4,3"
"1,6,2,4,16"
"1,6,2,4,5"
"1,6,2,4,57"
"1,6,2,4,2"
"1,6,2,57,1"
"1,6,2,57,6"
"1,6,2,1,6"
"1,6,2,1,2"
"1,6,2,1,5"
"1,6,2,1,3"
"1,6,3,4,1"
"1,6,3,4,5"
"1,6,3,4,2"
"1,6,3,5,1"
"1,6,3,5,4"
"1,6,3,1,6"
"1,6,3,1,4"
"1,2,6,4,1"
"1,2,6,5,1"
"1,2,6,5,4"
"1,2,6,5,6"
"1,2,6,1,2"
"1,2,6,1,4"
"1,2,4,5,1"
"1,2,4,5,6"
"1,2,4,5,2"
"1,2,4,1,2"
"1,2,4,1,5"
"1,2,4,1,6"
"1,2,4,1,56"
"1,2,4,6,1"
"1,2,4,6,5"
"1,2,4,6,3"
"1,2,4,6,4"
"1,2,4,5/6,6"
"1,2,4,5/6,2"
"1,2,3,4,5"
"1,2,3,4,3"
"1,2,3,4,1"
"1,2,3,4,16"
"1,2,3,1,2"
"1,2,3,1,4"
"1,2,3,1,b5"
"1,2,3,1,6"
"1,2,3,6,4"
"1,2,3,6,1"
"1,2,3,6,5"
"1,2,3,6,56"
"1,2,3,6,36"
"1,2,1,2,1"
"1,2,1,2,6"
"1,2,1,2,3"
"1,2,1,2,4"
"1,2,1,5,2"
"1,2,1,5,1"
"1,2,1,5,6"
"1,2,1,5,4"
"1,2,1,5,5/6"
"1,2,1,4,1"
